date,open,close,,buy_mo,price_change_mo,percent_change_mo,overall_ret_buy_mo,buy_mc,price_change_mc,percent_change_mc,overall_ret_buy_mc,buy_monthly,,buy_quarterly,buy_and_hold,,,buy_and_hold,,Invesment Amount,# of Shares
2017-12-11,265.58,266.31,,"$13,818.26",$0.73,0.2749%,,"$12,412.13",$0.07,0.0264%,,,,,"$17,104.40",,,,,,
2017-12-12,266.57,266.78,,"$13,829.15",$0.21,0.0788%,,"$12,424.25",$0.26,0.0976%,,,,,"$17,168.16",,,,,,
2017-12-13,267.06,266.75,,"$13,813.10",-$0.31,-0.1161%,,"$12,437.29",$0.28,0.1050%,,,,,"$17,199.72",,,,,,
2017-12-14,267.09,265.66,,"$13,739.14",-$1.43,-0.5354%,,"$12,453.14",$0.34,0.1275%,,,,,"$17,201.65",,,,,,
2017-12-15,265.45,266.51,,"$13,794.00",$1.06,0.3993%,,"$12,443.30",-$0.21,-0.0790%,,,,,"$17,096.03",,,,,,
2017-12-18,268.1,268.2,,"$13,799.15",$0.10,0.0373%,,"$12,517.54",$1.59,0.5966%,,,,,"$17,266.70",,,,,,
2017-12-19,268.48,267.17,,"$13,731.82",-$1.31,-0.4879%,,"$12,530.61",$0.28,0.1044%,,,,,"$17,291.17",,,,,,
2017-12-20,268.27,267.03,,"$13,668.35",-$1.24,-0.4622%,,"$12,582.20",$1.10,0.4117%,,,,,"$17,277.65",,,,,,
2017-12-21,267.74,267.58,,"$13,660.18",-$0.16,-0.0598%,,"$12,615.65",$0.71,0.2659%,,,,,"$17,243.51",,,,,,
2017-12-22,267.6,267.51,,"$13,655.59",-$0.09,-0.0336%,,"$12,616.59",$0.02,0.0075%,,,,,"$17,234.49",,,,,,
2017-12-26,267.05,267.19,,"$13,662.74",$0.14,0.0524%,,"$12,594.90",-$0.46,-0.1720%,,,,,"$17,199.07",,,,,,
2017-12-27,267.38,267.32,,"$13,659.68",-$0.06,-0.0224%,,"$12,603.86",$0.19,0.0711%,,,,,"$17,220.33",,,,,,
2017-12-28,267.89,267.87,,"$13,658.66",-$0.02,-0.0075%,,"$12,630.73",$0.57,0.2132%,,,,,"$17,253.17",,,,,,
2017-12-29,268.53,266.86,,"$13,573.72",-$1.67,-0.6219%,,"$12,661.85",$0.66,0.2464%,,,,,"$17,294.39",,,,,,
2018-01-02,267.84,268.77,,"$13,620.85",$0.93,0.3472%,,"$12,708.35",$0.98,0.3672%,,,,,"$17,249.95",,,,,,
2018-01-03,268.96,270.47,,"$13,697.32",$1.51,0.5614%,,"$12,717.33",$0.19,0.0707%,,,,,"$17,322.08",,,,,,
2018-01-04,271.2,271.61,,"$13,718.02",$0.41,0.1512%,,"$12,751.66",$0.73,0.2699%,,,,,"$17,466.35",,,,,,
2018-01-05,272.51,273.42,,"$13,763.83",$0.91,0.3339%,,"$12,793.91",$0.90,0.3314%,,,,,"$17,550.72",,,,,,
2018-01-08,273.31,273.92,,"$13,794.55",$0.61,0.2232%,,"$12,788.76",-$0.11,-0.0402%,,,,,"$17,602.24",,,,,,
2018-01-09,274.4,274.54,,"$13,801.59",$0.14,0.0510%,,"$12,811.17",$0.48,0.1752%,,,,,"$17,672.44",,,,,,
2018-01-10,273.68,274.12,,"$13,823.78",$0.44,0.1608%,,"$12,771.04",-$0.86,-0.3133%,,,,,"$17,626.07",,,,,,
2018-01-11,274.75,276.12,,"$13,892.71",$1.37,0.4986%,,"$12,800.39",$0.63,0.2298%,,,,,"$17,694.98",,,,,,
2018-01-12,276.42,277.92,,"$13,968.10",$1.50,0.5427%,,"$12,814.30",$0.30,0.1086%,,,,,"$17,802.54",,,,,,
2018-01-16,279.35,276.97,,"$13,849.09",-$2.38,-0.8520%,,"$12,880.24",$1.43,0.5145%,,,,,"$17,991.24",,,,,,
2018-01-17,278.03,279.61,,"$13,927.80",$1.58,0.5683%,,"$12,929.53",$1.06,0.3827%,,,,,"$17,906.23",,,,,,
2018-01-18,279.48,279.14,,"$13,910.85",-$0.34,-0.1217%,,"$12,923.52",-$0.13,-0.0465%,,,,,"$17,999.61",,,,,,
2018-01-19,279.8,280.41,,"$13,941.18",$0.61,0.2180%,,"$12,954.08",$0.66,0.2364%,,,,,"$18,020.22",,,,,,
2018-01-22,280.17,282.69,,"$14,066.57",$2.52,0.8995%,,"$12,942.99",-$0.24,-0.0856%,,,,,"$18,044.05",,,,,,
2018-01-23,282.74,283.29,,"$14,093.94",$0.55,0.1945%,,"$12,945.28",$0.05,0.0177%,,,,,"$18,209.57",,,,,,
2018-01-24,284.02,283.18,,"$14,052.25",-$0.84,-0.2958%,,"$12,978.64",$0.73,0.2577%,,,,,"$18,292.01",,,,,,
2018-01-25,284.16,283.3,,"$14,009.73",-$0.86,-0.3026%,,"$13,023.55",$0.98,0.3461%,,,,,"$18,301.02",,,,,,
2018-01-26,284.25,286.58,,"$14,124.56",$2.33,0.8197%,,"$13,067.22",$0.95,0.3353%,,,,,"$18,306.82",,,,,,
2018-01-29,285.93,284.68,,"$14,062.81",-$1.25,-0.4372%,,"$13,037.58",-$0.65,-0.2268%,,,,,"$18,415.02",,,,,,
2018-01-30,282.6,281.76,,"$14,021.01",-$0.84,-0.2972%,,"$12,942.33",-$2.08,-0.7306%,,,,,"$18,200.55",,,,,,
2018-01-31,282.73,281.9,,"$13,979.85",-$0.83,-0.2936%,,"$12,986.88",$0.97,0.3443%,,,,,"$18,208.93",,,,,,
2018-02-01,281.07,281.58,,"$14,005.22",$0.51,0.1814%,,"$12,948.64",-$0.83,-0.2944%,,,,,"$18,102.02",,,,,,
2018-02-02,280.08,275.45,,"$13,773.70",-$4.63,-1.6531%,,"$12,879.67",-$1.50,-0.5327%,,,,,"$18,038.26",,,,,,
2018-02-05,273.45,263.93,,"$13,294.18",-$9.52,-3.4814%,,"$12,786.15",-$2.00,-0.7261%,,,,,"$17,611.26",,,,,,
2018-02-06,259.94,269.13,,"$13,764.18",$9.19,3.5354%,,"$12,592.85",-$3.99,-1.5118%,,,,,"$16,741.16",,,,,,
2018-02-07,268.5,267.67,,"$13,721.63",-$0.83,-0.3091%,,"$12,563.37",-$0.63,-0.2341%,,,,,"$17,292.46",,,,,,
2018-02-08,268.01,257.63,,"$13,190.20",-$10.38,-3.8730%,,"$12,579.33",$0.34,0.1270%,,,,,"$17,260.90",,,,,,
2018-02-09,260.8,261.5,,"$13,225.60",$0.70,0.2684%,,"$12,734.11",$3.17,1.2304%,,,,,"$16,796.55",,,,,,
2018-02-12,263.83,265.34,,"$13,301.30",$1.51,0.5723%,,"$12,847.58",$2.33,0.8910%,,,,,"$16,991.69",,,,,,
2018-02-13,263.97,266,,"$13,403.59",$2.03,0.7690%,,"$12,781.24",-$1.37,-0.5163%,,,,,"$17,000.71",,,,,,
2018-02-14,264.31,269.59,,"$13,671.34",$5.28,1.9977%,,"$12,700.04",-$1.69,-0.6353%,,,,,"$17,022.61",,,,,,
2018-02-15,271.57,273.03,,"$13,744.84",$1.46,0.5376%,,"$12,793.31",$1.98,0.7344%,,,,,"$17,490.18",,,,,,
2018-02-16,272.32,273.11,,"$13,784.72",$0.79,0.2901%,,"$12,760.05",-$0.71,-0.2600%,,,,,"$17,538.48",,,,,,
2018-02-20,272.03,271.4,,"$13,752.79",-$0.63,-0.2316%,,"$12,709.59",-$1.08,-0.3954%,,,,,"$17,519.80",,,,,,
2018-02-21,271.9,270.05,,"$13,659.22",-$1.85,-0.6804%,,"$12,733.00",$0.50,0.1842%,,,,,"$17,511.43",,,,,,
2018-02-22,271.1,270.4,,"$13,623.95",-$0.70,-0.2582%,,"$12,782.51",$1.05,0.3888%,,,,,"$17,459.91",,,,,,
2018-02-23,271.79,274.71,,"$13,770.32",$2.92,1.0744%,,"$12,848.22",$1.39,0.5141%,,,,,"$17,504.35",,,,,,
2018-02-26,275.93,277.9,,"$13,868.63",$1.97,0.7139%,,"$12,905.28",$1.22,0.4441%,,,,,"$17,770.98",,,,,,
2018-02-27,278.11,274.43,,"$13,685.12",-$3.68,-1.3232%,,"$12,915.03",$0.21,0.0756%,,,,,"$17,911.38",,,,,,
2018-02-28,275.68,271.65,,"$13,485.07",-$4.03,-1.4618%,,"$12,973.86",$1.25,0.4555%,,,,,"$17,754.88",,,,,,
2018-03-01,271.41,267.7,,"$13,300.73",-$3.71,-1.3669%,,"$12,962.39",-$0.24,-0.0883%,,,,,"$17,479.87",,,,,,
2018-03-02,265.8,269.08,,"$13,464.87",$3.28,1.2340%,,"$12,870.39",-$1.90,-0.7097%,,,,,"$17,118.57",,,,,,
2018-03-05,267.73,272.19,,"$13,689.17",$4.46,1.6659%,,"$12,805.82",-$1.35,-0.5017%,,,,,"$17,242.87",,,,,,
2018-03-06,273.3,272.88,,"$13,668.13",-$0.42,-0.1537%,,"$12,858.04",$1.11,0.4078%,,,,,"$17,601.60",,,,,,
2018-03-07,270.42,272.78,,"$13,787.42",$2.36,0.8727%,,"$12,742.13",-$2.46,-0.9015%,,,,,"$17,416.11",,,,,,
2018-03-08,273.55,274.1,,"$13,815.14",$0.55,0.2011%,,"$12,778.10",$0.77,0.2823%,,,,,"$17,617.70",,,,,,
2018-03-09,275.7,278.87,,"$13,973.99",$3.17,1.1498%,,"$12,852.69",$1.60,0.5837%,,,,,"$17,756.17",,,,,,
2018-03-12,279.2,278.52,,"$13,939.95",-$0.68,-0.2436%,,"$12,867.90",$0.33,0.1183%,,,,,"$17,981.58",,,,,,
2018-03-13,279.84,276.72,,"$13,784.53",-$3.12,-1.1149%,,"$12,928.88",$1.32,0.4739%,,,,,"$18,022.80",,,,,,
2018-03-14,277.81,275.3,,"$13,659.99",-$2.51,-0.9035%,,"$12,979.81",$1.09,0.3939%,,,,,"$17,892.06",,,,,,
2018-03-15,275.88,275,,"$13,616.42",-$0.88,-0.3190%,,"$13,007.15",$0.58,0.2107%,,,,,"$17,767.76",,,,,,
2018-03-16,274.5,274.2,,"$13,601.54",-$0.30,-0.1093%,,"$12,983.51",-$0.50,-0.1818%,,,,,"$17,678.88",,,,,,
2018-03-19,273.35,270.49,,"$13,459.23",-$2.86,-1.0463%,,"$12,943.26",-$0.85,-0.3100%,,,,,"$17,604.82",,,,,,
2018-03-20,270.94,270.95,,"$13,459.72",$0.01,0.0037%,,"$12,964.79",$0.45,0.1664%,,,,,"$17,449.60",,,,,,
2018-03-21,270.9,270.43,,"$13,436.37",-$0.47,-0.1735%,,"$12,962.40",-$0.05,-0.0185%,,,,,"$17,447.03",,,,,,
2018-03-22,267.91,263.67,,"$13,223.72",-$4.24,-1.5826%,,"$12,841.61",-$2.52,-0.9318%,,,,,"$17,254.46",,,,,,
2018-03-23,264.17,258.05,,"$12,917.37",-$6.12,-2.3167%,,"$12,865.96",$0.50,0.1896%,,,,,"$17,013.59",,,,,,
2018-03-26,262.13,265.11,,"$13,064.22",$2.98,1.1368%,,"$13,069.38",$4.08,1.5811%,,,,,"$16,882.21",,,,,,
2018-03-27,266.17,260.6,,"$12,790.83",-$5.57,-2.0926%,,"$13,121.64",$1.06,0.3998%,,,,,"$17,142.40",,,,,,
2018-03-28,260.75,259.83,,"$12,745.70",-$0.92,-0.3528%,,"$13,129.19",$0.15,0.0576%,,,,,"$16,793.33",,,,,,
2018-03-29,261.12,263.15,,"$12,844.79",$2.03,0.7774%,,"$13,194.37",$1.29,0.4965%,,,,,"$16,817.16",,,,,,
2018-04-02,262.55,257.47,,"$12,596.26",-$5.08,-1.9349%,,"$13,164.29",-$0.60,-0.2280%,,,,,"$16,909.25",,,,,,
2018-04-03,258.87,260.77,,"$12,688.71",$1.90,0.7340%,,"$13,235.87",$1.40,0.5438%,,,,,"$16,672.25",,,,,,
2018-04-04,256.75,263.56,,"$13,025.27",$6.81,2.6524%,,"$13,031.83",-$4.02,-1.5416%,,,,,"$16,535.71",,,,,,
2018-04-05,265.55,265.64,,"$13,029.68",$0.09,0.0339%,,"$13,130.22",$1.99,0.7550%,,,,,"$17,102.47",,,,,,
2018-04-06,263.42,259.72,,"$12,846.67",-$3.70,-1.4046%,,"$13,020.49",-$2.22,-0.8357%,,,,,"$16,965.29",,,,,,
2018-04-09,261.37,261,,"$12,828.48",-$0.37,-0.1416%,,"$13,103.21",$1.65,0.6353%,,,,,"$16,833.26",,,,,,
2018-04-10,264.27,265.15,,"$12,871.20",$0.88,0.3330%,,"$13,267.38",$3.27,1.2529%,,,,,"$17,020.03",,,,,,
2018-04-11,263.47,263.76,,"$12,885.36",$0.29,0.1101%,,"$13,183.32",-$1.68,-0.6336%,,,,,"$16,968.51",,,,,,
2018-04-12,265.26,265.93,,"$12,917.91",$0.67,0.2526%,,"$13,258.29",$1.50,0.5687%,,,,,"$17,083.79",,,,,,
2018-04-13,267.41,265.15,,"$12,808.74",-$2.26,-0.8451%,,"$13,332.08",$1.48,0.5565%,,,,,"$17,222.26",,,,,,
2018-04-16,267,267.33,,"$12,824.57",$0.33,0.1236%,,"$13,425.10",$1.85,0.6977%,,,,,"$17,195.85",,,,,,
2018-04-17,269.33,270.19,,"$12,865.52",$0.86,0.3193%,,"$13,525.54",$2.00,0.7481%,,,,,"$17,345.91",,,,,,
2018-04-18,270.69,270.39,,"$12,851.26",-$0.30,-0.1108%,,"$13,550.57",$0.50,0.1851%,,,,,"$17,433.50",,,,,,
2018-04-19,269.65,268.89,,"$12,815.04",-$0.76,-0.2818%,,"$13,513.48",-$0.74,-0.2737%,,,,,"$17,366.52",,,,,,
2018-04-20,268.81,266.61,,"$12,710.16",-$2.20,-0.8184%,,"$13,509.46",-$0.08,-0.0298%,,,,,"$17,312.42",,,,,,
2018-04-23,267.26,266.57,,"$12,677.34",-$0.69,-0.2582%,,"$13,542.40",$0.65,0.2438%,,,,,"$17,212.60",,,,,,
2018-04-24,267.73,262.98,,"$12,452.42",-$4.75,-1.7742%,,"$13,601.33",$1.16,0.4352%,,,,,"$17,242.87",,,,,,
2018-04-25,262.91,263.63,,"$12,486.53",$0.72,0.2739%,,"$13,597.71",-$0.07,-0.0266%,,,,,"$16,932.44",,,,,,
2018-04-26,264.79,266.31,,"$12,558.20",$1.52,0.5740%,,"$13,657.54",$1.16,0.4400%,,,,,"$17,053.52",,,,,,
2018-04-27,267,266.56,,"$12,537.51",-$0.44,-0.1648%,,"$13,692.92",$0.69,0.2591%,,,,,"$17,195.85",,,,,,
2018-04-30,267.26,264.51,,"$12,408.50",-$2.75,-1.0290%,,"$13,728.88",$0.70,0.2626%,,,,,"$17,212.60",,,,,,
2018-05-01,263.87,264.98,,"$12,460.70",$1.11,0.4207%,,"$13,695.66",-$0.64,-0.2420%,,,,,"$16,994.27",,,,,,
2018-05-02,264.76,263.2,,"$12,387.28",-$1.56,-0.5892%,,"$13,684.29",-$0.22,-0.0830%,,,,,"$17,051.59",,,,,,
2018-05-03,262.26,262.62,,"$12,404.28",$0.36,0.1373%,,"$13,635.42",-$0.94,-0.3571%,,,,,"$16,890.58",,,,,,
2018-05-04,261.52,266.02,,"$12,617.73",$4.50,1.7207%,,"$13,578.31",-$1.10,-0.4189%,,,,,"$16,842.92",,,,,,
2018-05-07,266.89,266.92,,"$12,619.14",$0.03,0.0112%,,"$13,622.72",$0.87,0.3270%,,,,,"$17,188.77",,,,,,
2018-05-08,266.5,266.92,,"$12,639.03",$0.42,0.1576%,,"$13,601.28",-$0.42,-0.1574%,,,,,"$17,163.65",,,,,,
2018-05-09,267.68,269.5,,"$12,724.97",$1.82,0.6799%,,"$13,640.01",$0.76,0.2847%,,,,,"$17,239.65",,,,,,
2018-05-10,270.34,272.02,,"$12,804.04",$1.68,0.6214%,,"$13,682.52",$0.84,0.3117%,,,,,"$17,410.96",,,,,,
2018-05-11,272.16,272.85,,"$12,836.51",$0.69,0.2535%,,"$13,689.56",$0.14,0.0515%,,,,,"$17,528.18",,,,,,
2018-05-14,273.34,272.98,,"$12,819.60",-$0.36,-0.1317%,,"$13,714.15",$0.49,0.1796%,,,,,"$17,604.17",,,,,,
2018-05-15,271.59,271.1,,"$12,796.47",-$0.49,-0.1804%,,"$13,644.32",-$1.39,-0.5092%,,,,,"$17,491.47",,,,,,
2018-05-16,271.14,272.24,,"$12,848.39",$1.10,0.4057%,,"$13,646.33",$0.04,0.0148%,,,,,"$17,462.48",,,,,,
2018-05-17,271.94,272.01,,"$12,851.69",$0.07,0.0257%,,"$13,631.29",-$0.30,-0.1102%,,,,,"$17,514.01",,,,,,
2018-05-18,271.62,271.33,,"$12,837.97",-$0.29,-0.1068%,,"$13,611.75",-$0.39,-0.1434%,,,,,"$17,493.40",,,,,,
2018-05-21,273.01,273.37,,"$12,854.90",$0.36,0.1319%,,"$13,696.03",$1.68,0.6192%,,,,,"$17,582.92",,,,,,
2018-05-22,273.96,272.61,,"$12,791.55",-$1.35,-0.4928%,,"$13,725.59",$0.59,0.2158%,,,,,"$17,644.10",,,,,,
2018-05-23,271.17,273.36,,"$12,894.86",$2.19,0.8076%,,"$13,653.08",-$1.44,-0.5282%,,,,,"$17,464.42",,,,,,
2018-05-24,272.91,272.8,,"$12,889.66",-$0.11,-0.0403%,,"$13,630.61",-$0.45,-0.1646%,,,,,"$17,576.48",,,,,,
2018-05-25,272.15,272.15,,"$12,889.66",$0.00,0.0000%,,"$13,598.13",-$0.65,-0.2383%,,,,,"$17,527.53",,,,,,
2018-05-29,270.31,269.02,,"$12,828.15",-$1.29,-0.4772%,,"$13,506.19",-$1.84,-0.6761%,,,,,"$17,409.03",,,,,,
2018-05-30,270.5,272.61,,"$12,928.21",$2.11,0.7800%,,"$13,580.50",$1.48,0.5501%,,,,,"$17,421.27",,,,,,
2018-05-31,272.15,270.94,,"$12,870.73",-$1.21,-0.4446%,,"$13,557.58",-$0.46,-0.1687%,,,,,"$17,527.53",,,,,,
2018-06-01,272.41,273.6,,"$12,926.96",$1.19,0.4368%,,"$13,631.14",$1.47,0.5426%,,,,,"$17,544.28",,,,,,
2018-06-04,274.53,274.9,,"$12,944.38",$0.37,0.1348%,,"$13,677.47",$0.93,0.3399%,,,,,"$17,680.81",,,,,,
2018-06-05,275.05,275.1,,"$12,946.73",$0.05,0.0182%,,"$13,684.94",$0.15,0.0546%,,,,,"$17,714.30",,,,,,
2018-06-06,275.79,277.4,,"$13,022.31",$1.61,0.5838%,,"$13,719.26",$0.69,0.2508%,,,,,"$17,761.96",,,,,,
2018-06-07,277.95,277.37,,"$12,995.14",-$0.58,-0.2087%,,"$13,746.46",$0.55,0.1983%,,,,,"$17,901.08",,,,,,
2018-06-08,276.85,278.19,,"$13,058.04",$1.34,0.4840%,,"$13,720.69",-$0.52,-0.1875%,,,,,"$17,830.23",,,,,,
2018-06-11,278.44,278.56,,"$13,063.67",$0.12,0.0431%,,"$13,733.02",$0.25,0.0899%,,,,,"$17,932.63",,,,,,
2018-06-12,279.03,278.92,,"$13,058.52",-$0.11,-0.0394%,,"$13,756.19",$0.47,0.1687%,,,,,"$17,970.63",,,,,,
2018-06-13,279.19,278.03,,"$13,004.26",-$1.16,-0.4155%,,"$13,769.51",$0.27,0.0968%,,,,,"$17,980.94",,,,,,
2018-06-14,279.01,278.73,,"$12,991.21",-$0.28,-0.1004%,,"$13,818.04",$0.98,0.3525%,,,,,"$17,969.34",,,,,,
2018-06-15,276.6,277.13,,"$13,016.10",$0.53,0.1916%,,"$13,712.45",-$2.13,-0.7642%,,,,,"$17,814.13",,,,,,
2018-06-18,275.49,276.56,,"$13,066.66",$1.07,0.3884%,,"$13,631.30",-$1.64,-0.5918%,,,,,"$17,742.64",,,,,,
2018-06-19,274,275.5,,"$13,138.19",$1.50,0.5474%,,"$13,505.12",-$2.56,-0.9257%,,,,,"$17,646.68",,,,,,
2018-06-20,276.27,275.97,,"$13,123.92",-$0.30,-0.1086%,,"$13,542.87",$0.77,0.2795%,,,,,"$17,792.88",,,,,,
2018-06-21,275.96,274.24,,"$13,042.12",-$1.72,-0.6233%,,"$13,542.38",-$0.01,-0.0036%,,,,,"$17,772.91",,,,,,
2018-06-22,275.66,274.74,,"$12,998.60",-$0.92,-0.3337%,,"$13,612.50",$1.42,0.5178%,,,,,"$17,753.59",,,,,,
2018-06-25,273.44,271,,"$12,882.61",-$2.44,-0.8923%,,"$13,548.09",-$1.30,-0.4732%,,,,,"$17,610.61",,,,,,
2018-06-26,271.64,271.6,,"$12,880.71",-$0.04,-0.0147%,,"$13,580.08",$0.64,0.2362%,,,,,"$17,494.69",,,,,,
2018-06-27,272.26,269.35,,"$12,743.04",-$2.91,-1.0688%,,"$13,613.08",$0.66,0.2430%,,,,,"$17,534.62",,,,,,
2018-06-28,269.29,270.89,,"$12,818.75",$1.60,0.5942%,,"$13,610.05",-$0.06,-0.0223%,,,,,"$17,343.34",,,,,,
2018-06-29,272.12,271.28,,"$12,779.18",-$0.84,-0.3087%,,"$13,671.85",$1.23,0.4541%,,,,,"$17,525.60",,,,,,
2018-07-02,269.51,271.86,,"$12,890.61",$2.35,0.8720%,,"$13,582.65",-$1.77,-0.6525%,,,,,"$17,357.51",,,,,,
2018-07-03,272.87,270.9,,"$12,797.54",-$1.97,-0.7220%,,"$13,633.11",$1.01,0.3715%,,,,,"$17,573.90",,,,,,
2018-07-05,272.17,273.11,,"$12,841.74",$0.94,0.3454%,,"$13,697.02",$1.27,0.4688%,,,,,"$17,528.82",,,,,,
2018-07-06,273.14,275.42,,"$12,948.94",$2.28,0.8347%,,"$13,698.52",$0.03,0.0110%,,,,,"$17,591.29",,,,,,
2018-07-09,276.55,277.9,,"$13,012.15",$1.35,0.4882%,,"$13,754.73",$1.13,0.4103%,,,,,"$17,810.91",,,,,,
2018-07-10,278.41,278.9,,"$13,035.05",$0.49,0.1760%,,"$13,779.97",$0.51,0.1835%,,,,,"$17,930.70",,,,,,
2018-07-11,277.15,276.86,,"$13,021.41",-$0.29,-0.1046%,,"$13,693.51",-$1.75,-0.6275%,,,,,"$17,849.55",,,,,,
2018-07-12,278.28,279.37,,"$13,072.41",$1.09,0.3917%,,"$13,763.74",$1.42,0.5129%,,,,,"$17,922.33",,,,,,
2018-07-13,279.17,279.59,,"$13,092.08",$0.42,0.1504%,,"$13,753.88",-$0.20,-0.0716%,,,,,"$17,979.65",,,,,,
2018-07-16,279.64,279.34,,"$13,078.04",-$0.30,-0.1073%,,"$13,756.34",$0.05,0.0179%,,,,,"$18,009.92",,,,,,
2018-07-17,278.47,280.47,,"$13,171.96",$2.00,0.7182%,,"$13,713.50",-$0.87,-0.3114%,,,,,"$17,934.57",,,,,,
2018-07-18,280.56,281.06,,"$13,195.44",$0.50,0.1782%,,"$13,717.90",$0.09,0.0321%,,,,,"$18,069.17",,,,,,
2018-07-19,280.31,280,,"$13,180.85",-$0.31,-0.1106%,,"$13,681.30",-$0.75,-0.2668%,,,,,"$18,053.07",,,,,,
2018-07-20,279.77,279.68,,"$13,176.60",-$0.09,-0.0322%,,"$13,670.06",-$0.23,-0.0821%,,,,,"$18,018.29",,,,,,
2018-07-23,279.45,280.2,,"$13,211.97",$0.75,0.2684%,,"$13,658.82",-$0.23,-0.0822%,,,,,"$17,997.68",,,,,,
2018-07-24,281.79,281.61,,"$13,203.53",-$0.18,-0.0639%,,"$13,736.32",$1.59,0.5675%,,,,,"$18,148.39",,,,,,
2018-07-25,281.33,284.01,,"$13,329.31",$2.68,0.9526%,,"$13,722.66",-$0.28,-0.0994%,,,,,"$18,118.76",,,,,,
2018-07-26,283.2,283.34,,"$13,335.90",$0.14,0.0494%,,"$13,683.53",-$0.81,-0.2852%,,,,,"$18,239.20",,,,,,
2018-07-27,283.71,281.42,,"$13,228.26",-$2.29,-0.8072%,,"$13,701.40",$0.37,0.1306%,,,,,"$18,272.04",,,,,,
2018-07-30,281.51,279.95,,"$13,154.95",-$1.56,-0.5542%,,"$13,705.78",$0.09,0.0320%,,,,,"$18,130.35",,,,,,
2018-07-31,280.81,281.33,,"$13,179.31",$0.52,0.1852%,,"$13,747.88",$0.86,0.3072%,,,,,"$18,085.27",,,,,,
2018-08-01,281.56,280.86,,"$13,146.55",-$0.70,-0.2486%,,"$13,759.12",$0.23,0.0818%,,,,,"$18,133.57",,,,,,
2018-08-02,279.39,282.39,,"$13,287.71",$3.00,1.0738%,,"$13,687.11",-$1.47,-0.5234%,,,,,"$17,993.82",,,,,,
2018-08-03,282.53,283.6,,"$13,338.03",$1.07,0.3787%,,"$13,693.89",$0.14,0.0496%,,,,,"$18,196.05",,,,,,
2018-08-06,283.64,284.64,,"$13,385.06",$1.00,0.3526%,,"$13,695.82",$0.04,0.0141%,,,,,"$18,267.53",,,,,,
2018-08-07,285.39,285.58,,"$13,393.97",$0.19,0.0666%,,"$13,731.91",$0.75,0.2635%,,,,,"$18,380.24",,,,,,
2018-08-08,285.39,285.46,,"$13,397.25",$0.07,0.0245%,,"$13,722.78",-$0.19,-0.0665%,,,,,"$18,380.24",,,,,,
2018-08-09,285.53,285.07,,"$13,375.67",-$0.46,-0.1611%,,"$13,726.14",$0.07,0.0245%,,,,,"$18,389.26",,,,,,
2018-08-10,283.45,283.16,,"$13,361.98",-$0.29,-0.1023%,,"$13,648.14",-$1.62,-0.5683%,,,,,"$18,255.30",,,,,,
2018-08-13,283.47,282.1,,"$13,297.41",-$1.37,-0.4833%,,"$13,663.08",$0.31,0.1095%,,,,,"$18,256.59",,,,,,
2018-08-14,282.92,283.9,,"$13,343.47",$0.98,0.3464%,,"$13,702.79",$0.82,0.2907%,,,,,"$18,221.16",,,,,,
2018-08-15,282.38,281.78,,"$13,315.11",-$0.60,-0.2125%,,"$13,629.43",-$1.52,-0.5354%,,,,,"$18,186.39",,,,,,
2018-08-16,283.4,284.06,,"$13,346.12",$0.66,0.2329%,,"$13,707.79",$1.62,0.5749%,,,,,"$18,252.08",,,,,,
2018-08-17,283.83,285.06,,"$13,403.96",$1.23,0.4334%,,"$13,696.69",-$0.23,-0.0810%,,,,,"$18,279.77",,,,,,
2018-08-20,285.57,285.67,,"$13,408.65",$0.10,0.0350%,,"$13,721.19",$0.51,0.1789%,,,,,"$18,391.83",,,,,,
2018-08-21,286.25,286.34,,"$13,412.87",$0.09,0.0314%,,"$13,749.05",$0.58,0.2030%,,,,,"$18,435.63",,,,,,
2018-08-22,285.88,286.17,,"$13,426.48",$0.29,0.1014%,,"$13,726.96",-$0.46,-0.1606%,,,,,"$18,411.80",,,,,,
2018-08-23,285.97,285.79,,"$13,418.03",-$0.18,-0.0629%,,"$13,717.37",-$0.20,-0.0699%,,,,,"$18,417.60",,,,,,
2018-08-24,286.44,287.51,,"$13,468.15",$1.07,0.3736%,,"$13,748.57",$0.65,0.2274%,,,,,"$18,447.87",,,,,,
2018-08-27,288.86,289.78,,"$13,511.04",$0.92,0.3185%,,"$13,813.13",$1.35,0.4695%,,,,,"$18,603.72",,,,,,
2018-08-28,290.3,289.92,,"$13,493.36",-$0.38,-0.1309%,,"$13,837.91",$0.52,0.1794%,,,,,"$18,696.46",,,,,,
2018-08-29,290.16,291.48,,"$13,554.74",$1.32,0.4549%,,"$13,849.37",$0.24,0.0828%,,,,,"$18,687.45",,,,,,
2018-08-30,290.94,290.3,,"$13,524.92",-$0.64,-0.2200%,,"$13,823.71",-$0.54,-0.1853%,,,,,"$18,737.68",,,,,,
2018-08-31,289.84,290.31,,"$13,546.86",$0.47,0.1622%,,"$13,801.81",-$0.46,-0.1585%,,,,,"$18,666.84",,,,,,
2018-09-04,289.84,289.81,,"$13,545.45",-$0.03,-0.0104%,,"$13,779.46",-$0.47,-0.1619%,,,,,"$18,666.84",,,,,,
2018-09-05,289.41,289.03,,"$13,527.67",-$0.38,-0.1313%,,"$13,760.44",-$0.40,-0.1380%,,,,,"$18,639.14",,,,,,
