date,open,close,,buy_mo,price_change_mo,percent_change_mo,overall_ret_buy_mo,buy_mc,price_change_mc,percent_change_mc,overall_ret_buy_mc,buy_monthly,,buy_quarterly,buy_and_hold,,,buy_and_hold,,Invesment Amount,# of Shares
2013-06-06,161.2,162.73,,"$10,377.32",$1.53,0.9491%,,"$10,099.38",-$0.07,-0.0446%,,,,,"$10,381.92",,,,,,
2013-06-07,163.85,164.8,,"$10,437.49",$0.95,0.5798%,,"$10,168.89",$1.12,0.6883%,,,,,"$10,552.59",,,,,,
2013-06-10,165.31,164.8,,"$10,405.29",-$0.51,-0.3085%,,"$10,200.36",$0.51,0.3095%,,,,,"$10,646.62",,,,,,
2013-06-11,163.3,163.098,,"$10,392.42",-$0.20,-0.1237%,,"$10,107.52",-$1.50,-0.9102%,,,,,"$10,517.16",,,,,,
2013-06-12,164.22,161.75,,"$10,236.11",-$2.47,-1.5041%,,"$10,177.05",$1.12,0.6879%,,,,,"$10,576.42",,,,,,
2013-06-13,161.66,164.21,,"$10,397.57",$2.55,1.5774%,,"$10,171.39",-$0.09,-0.0556%,,,,,"$10,411.54",,,,,,
2013-06-14,164.03,163.175,,"$10,343.37",-$0.85,-0.5212%,,"$10,160.24",-$0.18,-0.1096%,,,,,"$10,564.18",,,,,,
2013-06-17,164.29,164.44,,"$10,352.82",$0.15,0.0913%,,"$10,229.67",$1.11,0.6833%,,,,,"$10,580.92",,,,,,
2013-06-18,164.53,165.735,,"$10,428.64",$1.21,0.7324%,,"$10,235.26",$0.09,0.0547%,,,,,"$10,596.38",,,,,,
2013-06-19,165.6,163.45,,"$10,293.24",-$2.15,-1.2983%,,"$10,226.93",-$0.14,-0.0815%,,,,,"$10,665.29",,,,,,
2013-06-20,161.86,159.4,,"$10,136.80",-$2.46,-1.5198%,,"$10,127.44",-$1.59,-0.9728%,,,,,"$10,424.42",,,,,,
2013-06-21,159.64,159.07,,"$10,100.61",-$0.57,-0.3571%,,"$10,142.69",$0.24,0.1506%,,,,,"$10,281.45",,,,,,
2013-06-24,157.41,157.06,,"$10,078.15",-$0.35,-0.2223%,,"$10,036.85",-$1.66,-1.0436%,,,,,"$10,137.82",,,,,,
2013-06-25,158.48,158.575,,"$10,084.19",$0.09,0.0599%,,"$10,127.59",$1.42,0.9041%,,,,,"$10,206.74",,,,,,
2013-06-26,159.87,160.14,,"$10,101.22",$0.27,0.1689%,,"$10,210.30",$1.30,0.8166%,,,,,"$10,296.26",,,,,,
2013-06-27,161.1,161.08,,"$10,099.97",-$0.02,-0.0124%,,"$10,271.50",$0.96,0.5995%,,,,,"$10,375.47",,,,,,
2013-06-28,160.63,160.42,,"$10,086.76",-$0.21,-0.1307%,,"$10,242.81",-$0.45,-0.2794%,,"$10,244.86",-0.13%,,"$10,345.21",,,,,,
2013-07-01,161.26,161.36,,"$10,093.02",$0.10,0.0620%,,"$10,296.44",$0.84,0.5236%,,,,,"$10,385.78",,,,,,
2013-07-02,161.12,161.21,,"$10,098.66",$0.09,0.0559%,,"$10,281.13",-$0.24,-0.1487%,,,,,"$10,376.76",,,,,,
2013-07-03,160.48,161.28,,"$10,149.00",$0.80,0.4985%,,"$10,234.57",-$0.73,-0.4528%,,,,,"$10,335.54",,,,,,
2013-07-05,162.47,163.02,,"$10,183.36",$0.55,0.3385%,,"$10,310.09",$1.19,0.7378%,,,,,"$10,463.71",,,,,,
2013-07-08,163.86,163.945,,"$10,188.64",$0.08,0.0519%,,"$10,363.21",$0.84,0.5153%,,,,,"$10,553.23",,,,,,
2013-07-09,164.98,165.13,,"$10,197.90",$0.15,0.0909%,,"$10,428.64",$1.04,0.6313%,,,,,"$10,625.36",,,,,,
2013-07-10,164.97,165.192,,"$10,211.62",$0.22,0.1346%,,"$10,418.53",-$0.16,-0.0969%,,,,,"$10,624.72",,,,,,
2013-07-11,167.11,167.44,,"$10,231.79",$0.33,0.1975%,,"$10,539.50",$1.92,1.1611%,,,,,"$10,762.54",,,,,,
2013-07-12,167.39,167.51,,"$10,239.13",$0.12,0.0717%,,"$10,536.35",-$0.05,-0.0299%,,,,,"$10,780.58",,,,,,
2013-07-15,167.97,168.155,,"$10,250.40",$0.19,0.1101%,,"$10,565.29",$0.46,0.2746%,,,,,"$10,817.93",,,,,,
2013-07-16,168.26,167.525,,"$10,205.63",-$0.73,-0.4368%,,"$10,571.88",$0.10,0.0624%,,,,,"$10,836.61",,,,,,
2013-07-17,168.16,167.9501,,"$10,192.89",-$0.21,-0.1248%,,"$10,611.96",$0.63,0.3790%,,,,,"$10,830.17",,,,,,
2013-07-18,168.31,168.87,,"$10,226.80",$0.56,0.3327%,,"$10,634.70",$0.36,0.2143%,,,,,"$10,839.83",,,,,,
2013-07-19,168.52,169.17,,"$10,266.25",$0.65,0.3857%,,"$10,612.66",-$0.35,-0.2073%,,,,,"$10,853.35",,,,,,
2013-07-22,169.41,169.5,,"$10,271.70",$0.09,0.0531%,,"$10,627.71",$0.24,0.1419%,,,,,"$10,910.67",,,,,,
2013-07-23,169.8,169.14,,"$10,231.78",-$0.66,-0.3887%,,"$10,646.52",$0.30,0.1770%,,,,,"$10,935.79",,,,,,
2013-07-24,169.79,168.52,,"$10,155.24",-$1.27,-0.7480%,,"$10,687.44",$0.65,0.3843%,,,,,"$10,935.15",,,,,,
2013-07-25,168.22,168.93,,"$10,198.11",$0.71,0.4221%,,"$10,668.41",-$0.30,-0.1780%,,,,,"$10,834.03",,,,,,
2013-07-26,168.22,169.11,,"$10,252.06",$0.89,0.5291%,,"$10,623.57",-$0.71,-0.4203%,,,,,"$10,834.03",,,,,,
2013-07-29,168.68,168.59,,"$10,246.59",-$0.09,-0.0534%,,"$10,596.56",-$0.43,-0.2543%,,,,,"$10,863.66",,,,,,
2013-07-30,169.1,168.588,,"$10,215.57",-$0.51,-0.3028%,,"$10,628.61",$0.51,0.3025%,,,,,"$10,890.71",,,,,,
2013-07-31,168.94,168.71,,"$10,201.66",-$0.23,-0.1361%,,"$10,650.81",$0.35,0.2088%,,,,,"$10,880.40",,,,,,
2013-08-01,169.99,170.66,,"$10,241.87",$0.67,0.3941%,,"$10,731.61",$1.28,0.7587%,,,,,"$10,948.03",,,,,,
2013-08-02,170.28,170.95,,"$10,282.17",$0.67,0.3935%,,"$10,707.72",-$0.38,-0.2227%,,,,,"$10,966.70",,,,,,
2013-08-05,170.57,170.7,,"$10,290.00",$0.13,0.0762%,,"$10,683.92",-$0.38,-0.2223%,,,,,"$10,985.38",,,,,,
2013-08-06,170.37,169.73,,"$10,251.35",-$0.64,-0.3757%,,"$10,663.26",-$0.33,-0.1933%,,,,,"$10,972.50",,,,,,
2013-08-07,169.19,169.18,,"$10,250.74",-$0.01,-0.0059%,,"$10,629.34",-$0.54,-0.3182%,,,,,"$10,896.50",,,,,,
2013-08-08,169.98,169.8,,"$10,239.89",-$0.18,-0.1059%,,"$10,679.60",$0.80,0.4729%,,,,,"$10,947.38",,,,,,
2013-08-09,169.58,169.31,,"$10,223.58",-$0.27,-0.1592%,,"$10,665.76",-$0.22,-0.1296%,,,,,"$10,921.62",,,,,,
2013-08-12,168.46,169.111,,"$10,263.09",$0.65,0.3864%,,"$10,612.22",-$0.85,-0.5020%,,,,,"$10,849.49",,,,,,
2013-08-13,169.41,169.61,,"$10,275.21",$0.20,0.1181%,,"$10,630.98",$0.30,0.1768%,,,,,"$10,910.67",,,,,,
2013-08-14,169.53,168.74,,"$10,227.33",-$0.79,-0.4660%,,"$10,625.97",-$0.08,-0.0472%,,,,,"$10,918.40",,,,,,
2013-08-15,167.41,166.38,,"$10,164.40",-$1.03,-0.6153%,,"$10,542.21",-$1.33,-0.7882%,,,,,"$10,781.86",,,,,,
2013-08-16,166.06,165.83,,"$10,150.32",-$0.23,-0.1385%,,"$10,521.94",-$0.32,-0.1923%,,,,,"$10,694.92",,,,,,
2013-08-19,165.64,164.77,,"$10,097.01",-$0.87,-0.5252%,,"$10,509.88",-$0.19,-0.1146%,,,,,"$10,667.87",,,,,,
2013-08-20,165.04,165.58,,"$10,130.05",$0.54,0.3272%,,"$10,527.10",$0.27,0.1639%,,,,,"$10,629.23",,,,,,
2013-08-21,165.12,164.56,,"$10,095.69",-$0.56,-0.3391%,,"$10,497.86",-$0.46,-0.2778%,,,,,"$10,634.38",,,,,,
2013-08-22,164.9,166.06,,"$10,166.71",$1.16,0.7035%,,"$10,519.55",$0.34,0.2066%,,,,,"$10,620.21",,,,,,
2013-08-23,166.55,166.62,,"$10,170.98",$0.07,0.0420%,,"$10,550.59",$0.49,0.2951%,,,,,"$10,726.48",,,,,,
2013-08-26,166.79,166,,"$10,122.81",-$0.79,-0.4736%,,"$10,561.35",$0.17,0.1020%,,,,,"$10,741.93",,,,,,
2013-08-27,164.36,163.33,,"$10,059.37",-$1.03,-0.6267%,,"$10,457.01",-$1.64,-0.9880%,,,,,"$10,585.43",,,,,,
2013-08-28,163.26,163.91,,"$10,099.42",$0.65,0.3981%,,"$10,452.53",-$0.07,-0.0429%,,,,,"$10,514.59",,,,,,
2013-08-29,163.55,164.17,,"$10,137.71",$0.62,0.3791%,,"$10,429.57",-$0.36,-0.2196%,,,,,"$10,533.26",,,,,,
2013-08-30,164.51,163.65,,"$10,084.71",-$0.86,-0.5228%,,"$10,451.17",$0.34,0.2071%,,,,,"$10,595.09",,,,,,
2013-09-03,165.23,164.39,,"$10,033.44",-$0.84,-0.5084%,,"$10,552.08",$1.58,0.9655%,,,,,"$10,641.46",,,,,,
2013-09-04,164.43,165.75,,"$10,113.99",$1.32,0.8028%,,"$10,554.64",$0.04,0.0243%,,,,,"$10,589.94",,,,,,
2013-09-05,165.85,165.96,,"$10,120.70",$0.11,0.0663%,,"$10,561.01",$0.10,0.0603%,,,,,"$10,681.39",,,,,,
2013-09-06,166.51,166.04,,"$10,092.13",-$0.47,-0.2823%,,"$10,596.01",$0.55,0.3314%,,,,,"$10,723.90",,,,,,
2013-09-09,166.45,167.634,,"$10,163.92",$1.18,0.7113%,,"$10,622.18",$0.41,0.2469%,,,,,"$10,720.04",,,,,,
2013-09-10,168.64,168.87,,"$10,177.78",$0.23,0.1364%,,"$10,685.92",$1.01,0.6001%,,,,,"$10,861.08",,,,,,
2013-09-11,168.64,169.4,,"$10,223.65",$0.76,0.4507%,,"$10,671.37",-$0.23,-0.1362%,,,,,"$10,861.08",,,,,,
2013-09-12,169.34,168.95,,"$10,200.10",-$0.39,-0.2303%,,"$10,667.59",-$0.06,-0.0354%,,,,,"$10,906.16",,,,,,
2013-09-13,169.13,169.33,,"$10,212.16",$0.20,0.1183%,,"$10,678.95",$0.18,0.1065%,,,,,"$10,892.64",,,,,,
2013-09-16,171.16,170.31,,"$10,161.45",-$0.85,-0.4966%,,"$10,794.36",$1.83,1.0807%,,,,,"$11,023.38",,,,,,
2013-09-17,170.46,171.07,,"$10,197.81",$0.61,0.3579%,,"$10,803.87",$0.15,0.0881%,,,,,"$10,978.30",,,,,,
2013-09-18,171.01,173.051,,"$10,319.52",$2.04,1.1935%,,"$10,800.08",-$0.06,-0.0351%,,,,,"$11,013.72",,,,,,
2013-09-19,173.52,172.76,,"$10,274.32",-$0.76,-0.4380%,,"$10,829.35",$0.47,0.2710%,,,,,"$11,175.37",,,,,,
2013-09-20,172.33,170.72,,"$10,178.34",-$1.61,-0.9343%,,"$10,802.40",-$0.43,-0.2489%,,,,,"$11,098.73",,,,,,
2013-09-23,170.49,169.93,,"$10,144.90",-$0.56,-0.3285%,,"$10,787.84",-$0.23,-0.1347%,,,,,"$10,980.23",,,,,,
2013-09-24,169.9,169.53,,"$10,122.81",-$0.37,-0.2178%,,"$10,785.94",-$0.03,-0.0177%,,,,,"$10,942.23",,,,,,
2013-09-25,169.64,169.04,,"$10,087.01",-$0.60,-0.3537%,,"$10,792.94",$0.11,0.0649%,,,,,"$10,925.48",,,,,,
2013-09-26,169.32,169.69,,"$10,109.05",$0.37,0.2185%,,"$10,810.81",$0.28,0.1656%,,,,,"$10,904.88",,,,,,
2013-09-27,168.84,168.909,,"$10,113.18",$0.07,0.0409%,,"$10,756.66",-$0.85,-0.5009%,,,,,"$10,873.96",,,,,,
2013-09-30,167.48,168.01,,"$10,145.18",$0.53,0.3165%,,"$10,665.66",-$1.43,-0.8460%,,,,,"$10,786.37",,,,,,
2013-10-01,168.14,169.34,,"$10,217.59",$1.20,0.7137%,,"$10,673.91",$0.13,0.0774%,,,,,"$10,828.88",,,,,,
2013-10-02,168.35,169.18,,"$10,267.96",$0.83,0.4930%,,"$10,611.51",-$0.99,-0.5846%,,,,,"$10,842.40",,,,,,
2013-10-03,168.79,167.62,,"$10,196.79",-$1.17,-0.6932%,,"$10,587.05",-$0.39,-0.2305%,,,,,"$10,870.74",,,,,,
2013-10-04,167.75,168.89,,"$10,266.08",$1.14,0.6796%,,"$10,595.26",$0.13,0.0776%,,,,,"$10,803.76",,,,,,
2013-10-07,167.42,167.43,,"$10,266.70",$0.01,0.0060%,,"$10,503.04",-$1.47,-0.8704%,,,,,"$10,782.51",,,,,,
2013-10-08,167.4,165.48,,"$10,148.94",-$1.92,-1.1470%,,"$10,501.16",-$0.03,-0.0179%,,,,,"$10,781.22",,,,,,
2013-10-09,165.8,165.6,,"$10,136.70",-$0.20,-0.1206%,,"$10,521.46",$0.32,0.1934%,,,,,"$10,678.17",,,,,,
2013-10-10,167.29,169.17,,"$10,250.62",$1.88,1.1238%,,"$10,628.84",$1.69,1.0205%,,,,,"$10,774.14",,,,,,
2013-10-11,168.91,170.26,,"$10,332.54",$1.35,0.7992%,,"$10,612.50",-$0.26,-0.1537%,,,,,"$10,878.47",,,,,,
2013-10-14,169.21,170.94,,"$10,438.18",$1.73,1.0224%,,"$10,547.05",-$1.05,-0.6167%,,,,,"$10,897.79",,,,,,
2013-10-15,170.51,169.7,,"$10,388.60",-$0.81,-0.4750%,,"$10,520.52",-$0.43,-0.2516%,,,,,"$10,981.52",,,,,,
2013-10-16,170.72,172.07,,"$10,470.75",$1.35,0.7908%,,"$10,583.76",$1.02,0.6011%,,,,,"$10,995.04",,,,,,
2013-10-17,171.37,173.22,,"$10,583.78",$1.85,1.0795%,,"$10,540.70",-$0.70,-0.4068%,,,,,"$11,036.90",,,,,,
2013-10-18,173.86,174.388,,"$10,615.93",$0.53,0.3037%,,"$10,579.65",$0.64,0.3695%,,,,,"$11,197.27",,,,,,
2013-10-21,174.45,174.4,,"$10,612.88",-$0.05,-0.0287%,,"$10,583.41",$0.06,0.0356%,,,,,"$11,235.27",,,,,,
2013-10-22,174.91,175.41,,"$10,643.22",$0.50,0.2859%,,"$10,614.36",$0.51,0.2924%,,,,,"$11,264.89",,,,,,
2013-10-23,174.81,174.57,,"$10,628.61",-$0.24,-0.1373%,,"$10,578.05",-$0.60,-0.3421%,,,,,"$11,258.45",,,,,,
2013-10-24,174.92,175.15,,"$10,642.58",$0.23,0.1315%,,"$10,599.26",$0.35,0.2005%,,,,,"$11,265.54",,,,,,
2013-10-25,175.51,175.95,,"$10,669.26",$0.44,0.2507%,,"$10,621.04",$0.36,0.2055%,,,,,"$11,303.54",,,,,,
2013-10-28,175.89,176.23,,"$10,689.89",$0.34,0.1933%,,"$10,617.42",-$0.06,-0.0341%,,,,,"$11,328.01",,,,,,
2013-10-29,176.63,177.17,,"$10,722.57",$0.54,0.3057%,,"$10,641.52",$0.40,0.2270%,,,,,"$11,375.67",,,,,,
2013-10-30,177.38,176.29,,"$10,656.68",-$1.09,-0.6145%,,"$10,654.13",$0.21,0.1185%,,,,,"$11,423.97",,,,,,
2013-10-31,176.15,175.79,,"$10,634.90",-$0.36,-0.2044%,,"$10,645.67",-$0.14,-0.0794%,,,,,"$11,344.75",,,,,,
2013-11-01,176.02,176.21,,"$10,646.38",$0.19,0.1079%,,"$10,659.60",$0.23,0.1308%,,,,,"$11,336.38",,,,,,
2013-11-04,176.69,176.83,,"$10,654.82",$0.14,0.0792%,,"$10,688.64",$0.48,0.2724%,,,,,"$11,379.53",,,,,,
2013-11-05,176.14,176.27,,"$10,662.68",$0.13,0.0738%,,"$10,646.93",-$0.69,-0.3902%,,,,,"$11,344.11",,,,,,
2013-11-06,177.03,177.17,,"$10,671.11",$0.14,0.0791%,,"$10,692.84",$0.76,0.4312%,,,,,"$11,401.43",,,,,,
2013-11-07,177.5,174.93,,"$10,516.61",-$2.57,-1.4479%,,"$10,712.75",$0.33,0.1863%,,,,,"$11,431.70",,,,,,
2013-11-08,174.87,177.29,,"$10,662.14",$2.42,1.3839%,,"$10,709.08",-$0.06,-0.0343%,,,,,"$11,262.32",,,,,,
2013-11-11,177.12,177.32,,"$10,674.18",$0.20,0.1129%,,"$10,698.81",-$0.17,-0.0959%,,,,,"$11,407.23",,,,,,
2013-11-12,176.94,176.96,,"$10,675.39",$0.02,0.0113%,,"$10,675.88",-$0.38,-0.2143%,,,,,"$11,395.63",,,,,,
2013-11-13,176.09,178.38,,"$10,814.22",$2.29,1.3005%,,"$10,623.40",-$0.87,-0.4916%,,,,,"$11,340.89",,,,,,
2013-11-14,178.54,179.27,,"$10,858.44",$0.73,0.4089%,,"$10,632.92",$0.16,0.0897%,,,,,"$11,498.68",,,,,,
2013-11-15,179.56,180.05,,"$10,888.07",$0.49,0.2729%,,"$10,650.13",$0.29,0.1618%,,,,,"$11,564.37",,,,,,
2013-11-18,180.35,179.42,,"$10,831.92",-$0.93,-0.5157%,,"$10,667.87",$0.30,0.1666%,,,,,"$11,615.25",,,,,,
2013-11-19,179.33,179.03,,"$10,813.80",-$0.30,-0.1673%,,"$10,662.52",-$0.09,-0.0502%,,,,,"$11,549.56",,,,,,
2013-11-20,179.39,178.47,,"$10,758.34",-$0.92,-0.5128%,,"$10,683.96",$0.36,0.2011%,,,,,"$11,553.42",,,,,,
2013-11-21,178.97,179.91,,"$10,814.85",$0.94,0.5252%,,"$10,713.89",$0.50,0.2802%,,,,,"$11,526.37",,,,,,
2013-11-22,179.98,180.81,,"$10,864.72",$0.83,0.4612%,,"$10,718.06",$0.07,0.0389%,,,,,"$11,591.42",,,,,,
2013-11-25,181.13,180.63,,"$10,834.73",-$0.50,-0.2760%,,"$10,737.03",$0.32,0.1770%,,,,,"$11,665.49",,,,,,
2013-11-26,180.72,180.68,,"$10,832.33",-$0.04,-0.0221%,,"$10,742.38",$0.09,0.0498%,,,,,"$11,639.08",,,,,,
2013-11-27,180.87,181.12,,"$10,847.31",$0.25,0.1382%,,"$10,753.68",$0.19,0.1052%,,,,,"$11,648.74",,,,,,
2013-11-29,181.32,181,,"$10,828.16",-$0.32,-0.1765%,,"$10,765.55",$0.20,0.1104%,,,,,"$11,677.72",,,,,,
2013-12-02,181.09,180.53,,"$10,794.68",-$0.56,-0.3092%,,"$10,770.90",$0.09,0.0497%,,,,,"$11,662.91",,,,,,
2013-12-03,179.94,179.75,,"$10,783.28",-$0.19,-0.1056%,,"$10,735.70",-$0.59,-0.3268%,,,,,"$11,588.85",,,,,,
2013-12-04,179.1,179.73,,"$10,821.21",$0.63,0.3518%,,"$10,696.88",-$0.65,-0.3616%,,,,,"$11,534.75",,,,,,
2013-12-05,179.41,178.94,,"$10,792.86",-$0.47,-0.2620%,,"$10,677.84",-$0.32,-0.1780%,,,,,"$11,554.71",,,,,,
2013-12-06,180.67,180.94,,"$10,808.99",$0.27,0.1494%,,"$10,781.07",$1.73,0.9668%,,,,,"$11,635.86",,,,,,
2013-12-09,181.47,181.4,,"$10,804.82",-$0.07,-0.0386%,,"$10,812.65",$0.53,0.2929%,,,,,"$11,687.38",,,,,,
2013-12-10,180.98,180.75,,"$10,791.09",-$0.23,-0.1271%,,"$10,787.61",-$0.42,-0.2315%,,,,,"$11,655.83",,,,,,
2013-12-11,180.81,178.72,,"$10,666.36",-$2.09,-1.1559%,,"$10,791.20",$0.06,0.0332%,,,,,"$11,644.88",,,,,,
2013-12-12,178.64,178.13,,"$10,635.90",-$0.51,-0.2855%,,"$10,786.36",-$0.08,-0.0448%,,,,,"$11,505.12",,,,,,
2013-12-13,178.5,178.11,,"$10,612.67",-$0.39,-0.2185%,,"$10,808.77",$0.37,0.2077%,,,,,"$11,496.10",,,,,,
2013-12-16,178.95,179.216,,"$10,628.44",$0.27,0.1486%,,"$10,859.75",$0.84,0.4716%,,,,,"$11,525.09",,,,,,
2013-12-17,179.36,178.65,,"$10,586.37",-$0.71,-0.3959%,,"$10,868.47",$0.14,0.0803%,,,,,"$11,551.49",,,,,,
2013-12-18,178.92,181.7,,"$10,750.86",$2.78,1.5538%,,"$10,884.90",$0.27,0.1511%,,,,,"$11,523.15",,,,,,
2013-12-19,181.19,181.49,,"$10,768.66",$0.30,0.1656%,,"$10,854.35",-$0.51,-0.2807%,,,,,"$11,669.35",,,,,,
2013-12-20,180.67,181.56,,"$10,821.70",$0.89,0.4926%,,"$10,805.30",-$0.82,-0.4518%,,,,,"$11,635.86",,,,,,
2013-12-23,182.41,182.53,,"$10,828.82",$0.12,0.0658%,,"$10,855.89",$0.85,0.4682%,,,,,"$11,747.92",,,,,,
2013-12-24,182.54,182.93,,"$10,851.96",$0.39,0.2137%,,"$10,856.48",$0.01,0.0055%,,,,,"$11,756.30",,,,,,
2013-12-26,183.34,183.855,,"$10,882.44",$0.51,0.2809%,,"$10,880.82",$0.41,0.2241%,,,,,"$11,807.82",,,,,,
2013-12-27,184.1,183.845,,"$10,867.37",-$0.25,-0.1385%,,"$10,895.32",$0.25,0.1333%,,,,,"$11,856.77",,,,,,
2013-12-30,183.87,183.82,,"$10,864.41",-$0.05,-0.0272%,,"$10,896.80",$0.03,0.0136%,,,,,"$11,841.95",,,,,,
2013-12-31,184.07,184.69,,"$10,901.01",$0.62,0.3368%,,"$10,911.62",$0.25,0.1360%,,,,,"$11,854.83",,,,,,
2014-01-02,183.98,182.92,,"$10,838.20",-$1.06,-0.5761%,,"$10,869.67",-$0.71,-0.3844%,,,,,"$11,849.04",,,,,,
2014-01-03,183.21,182.885,,"$10,818.98",-$0.33,-0.1774%,,"$10,886.90",$0.29,0.1585%,,,,,"$11,799.45",,,,,,
2014-01-06,183.47,182.36,,"$10,753.52",-$1.11,-0.6050%,,"$10,921.73",$0.59,0.3199%,,,,,"$11,816.19",,,,,,
2014-01-07,183.09,183.48,,"$10,776.43",$0.39,0.2130%,,"$10,965.45",$0.73,0.4003%,,,,,"$11,791.72",,,,,,
2014-01-08,183.45,183.52,,"$10,780.54",$0.07,0.0382%,,"$10,963.66",-$0.03,-0.0164%,,,,,"$11,814.90",,,,,,
2014-01-09,184.1,183.64,,"$10,753.60",-$0.46,-0.2499%,,"$10,998.31",$0.58,0.3160%,,,,,"$11,856.77",,,,,,
2014-01-10,183.95,184.14,,"$10,764.71",$0.19,0.1033%,,"$11,016.87",$0.31,0.1688%,,,,,"$11,847.11",,,,,,
2014-01-13,183.71,181.685,,"$10,646.05",-$2.03,-1.1023%,,"$10,991.15",-$0.43,-0.2335%,,,,,"$11,831.65",,,,,,
2014-01-14,182.28,183.67,,"$10,727.23",$1.39,0.7626%,,"$11,027.14",$0.59,0.3275%,,,,,"$11,739.55",,,,,,
2014-01-15,184.1,184.66,,"$10,759.87",$0.56,0.3042%,,"$11,052.96",$0.43,0.2341%,,,,,"$11,856.77",,,,,,
2014-01-16,184.28,184.42,,"$10,768.04",$0.14,0.0760%,,"$11,030.21",-$0.38,-0.2058%,,,,,"$11,868.36",,,,,,
2014-01-17,184.1,183.635,,"$10,740.84",-$0.47,-0.2526%,,"$11,011.07",-$0.32,-0.1735%,,,,,"$11,856.77",,,,,,
2014-01-21,184.7,184.18,,"$10,710.60",-$0.52,-0.2815%,,"$11,074.93",$1.07,0.5800%,,,,,"$11,895.41",,,,,,
2014-01-22,184.49,184.3,,"$10,699.57",-$0.19,-0.1030%,,"$11,093.57",$0.31,0.1683%,,,,,"$11,881.88",,,,,,
2014-01-23,183.36,182.79,,"$10,666.31",-$0.57,-0.3109%,,"$11,036.99",-$0.94,-0.5100%,,,,,"$11,809.11",,,,,,
2014-01-24,181.6,178.89,,"$10,507.14",-$2.71,-1.4923%,,"$10,965.14",-$1.19,-0.6510%,,,,,"$11,695.76",,,,,,
2014-01-27,179.06,178.01,,"$10,445.52",-$1.05,-0.5864%,,"$10,975.56",$0.17,0.0950%,,,,,"$11,532.17",,,,,,
2014-01-28,178.14,179.07,,"$10,500.06",$0.93,0.5221%,,"$10,983.57",$0.13,0.0730%,,,,,"$11,472.92",,,,,,
2014-01-29,177.56,177.35,,"$10,487.64",-$0.21,-0.1183%,,"$10,890.95",-$1.51,-0.8432%,,,,,"$11,435.56",,,,,,
2014-01-30,178.86,179.23,,"$10,509.33",$0.37,0.2069%,,"$10,983.68",$1.51,0.8514%,,,,,"$11,519.29",,,,,,
2014-01-31,177.02,178.18,,"$10,578.20",$1.16,0.6553%,,"$10,848.25",-$2.21,-1.2331%,,,,,"$11,400.79",,,,,,
2014-02-03,177.95,174.17,,"$10,353.50",-$3.78,-2.1242%,,"$10,834.24",-$0.23,-0.1291%,,,,,"$11,460.68",,,,,,
2014-02-04,174.95,175.385,,"$10,379.24",$0.44,0.2486%,,"$10,882.76",$0.78,0.4478%,,,,,"$11,267.47",,,,,,
2014-02-05,174.79,175.17,,"$10,401.81",$0.38,0.2174%,,"$10,845.84",-$0.59,-0.3393%,,,,,"$11,257.16",,,,,,
2014-02-06,175.58,177.48,,"$10,514.37",$1.90,1.0821%,,"$10,871.23",$0.41,0.2341%,,,,,"$11,308.04",,,,,,
2014-02-07,178.31,179.68,,"$10,595.15",$1.37,0.7683%,,"$10,922.07",$0.83,0.4677%,,,,,"$11,483.87",,,,,,
2014-02-10,179.7,180.01,,"$10,613.43",$0.31,0.1725%,,"$10,923.29",$0.02,0.0111%,,,,,"$11,573.39",,,,,,
2014-02-11,180.16,181.98,,"$10,720.65",$1.82,1.0102%,,"$10,932.39",$0.15,0.0833%,,,,,"$11,603.01",,,,,,
2014-02-12,182.22,182.07,,"$10,711.82",-$0.15,-0.0823%,,"$10,946.81",$0.24,0.1319%,,,,,"$11,735.69",,,,,,
